product_id,gender,masterCategory,subCategory,articleType,baseColour,season,productDisplayName,quantity
18478,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,Puma Men Yacht Lifevest Navy Casual Shoes,39
13090,Men,Apparel,Topwear,Tshirts,Yellow,Fall,ADIDAS Men NBA Bold Yellow T-shirts,48
3515,Men,Apparel,Topwear,Tshirts,Black,Summer,Myntra Men's I'm Not Nut But Can Screw Black T-shirt,38
5843,Men,Apparel,Topwear,Tshirts,Black,Summer,Puma Men's Alonso Lifestyle Polo Black T-shirt,33
4991,Women,Apparel,Dress,Dresses,White,Summer,Gini and Jony Girl's Sara Off White Polka Dot Kidswear,63
11966,Unisex,Footwear,Shoes,Sports Shoes,Yellow,Spring,Newfeel Unisex Sports Yellow Sports Shoes,47
36778,Men,Accessories,Watches,Watches,Navy Blue,Winter,Maxima Men Navy Blue Dial Watch,49
7728,Women,Footwear,Shoes,Casual Shoes,White,Fall,Puma Women's Future Cat M1 White Blue Shoe,24
55824,Women,Apparel,Loungewear and Nightwear,Night suits,White,Summer,SDL by Sweet Dreams Women White & Purple Printed Night Suit S11-3240,37
28470,Women,Apparel,Topwear,Tops,Magenta,Summer,Urban Yoga Women Printed Magenta Top,23
55018,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,Lakme 3 in 1 Orchid  Aqua Shine Lip Color,34
19337,Men,Apparel,Topwear,Jackets,Black,Fall,United Colors of Benetton Men Stripes Black Jacket,36
22976,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,FILA Women Grey Breath Sports Shoe,22
8760,Women,Apparel,Bottomwear,Track Pants,Black,Fall,Puma  Essential Workout Track Pants,36
34813,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,ADIDAS Men Calo Black Flip Flops,55
27438,Women,Apparel,Topwear,Tops,Pink,Winter,Jockey Women Coral Pink Tank Top,43
22378,Men,Apparel,Topwear,Shirts,Purple,Fall,Mark Taylor Men Purple Striped White Shirt,56
3986,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Mr.Men Men's Strong Lemon Yellow T-shirt,79
19939,Men,Footwear,Shoes,Sports Shoes,Grey,Winter,Nike Men Ballista Grey Sports Shoes,36
2854,Men,Apparel,Topwear,Tshirts,Green,Summer,Mr.Men Men's Less Work More Sleep Green T-shirt,44
28642,Men,Apparel,Topwear,Tshirts,White,Summer,Nike Men Baller Beats White T-shirt,39
16971,Men,Footwear,Sandal,Sandals,Navy Blue,Fall,Puma Men Navy Blue & Orange Comfort Sandals,50
8552,Men,Apparel,Topwear,Tshirts,Blue,Fall,Basics Men Blue Polo T-shirt,37
19105,Women,Apparel,Topwear,Kurtas,Red,Fall,Mother Earth Women Printed Red Kurta,33
33038,Women,Apparel,Topwear,Kurtas,Brown,Summer,Mother Earth Women Printed Multi Coloured Kurta,43
44956,Men,Personal Care,Fragrance,Deodorant,Black,Spring,Kama Sutra Men Urge Deos,24
11368,Women,Apparel,Topwear,Jackets,Black,Fall,United Colors Of Benetton Women Light Winter Black Jackets,35
45884,Men,Accessories,Watches,Watches,Blue,Winter,Maxima Men SSteele Blue Dial Watch,42
39502,Unisex,Accessories,Bags,Duffel Bag,Orange,Summer,Peter England Unisex Orange Duffle Bag,43
37498,Men,Accessories,Watches,Watches,Black,Winter,Esprit Men Black Chronograph Watch,55
28226,Men,Personal Care,Fragrance,Deodorant,Black,Spring,Playboy Men Hollywood Deo,32
46259,Women,Apparel,Topwear,Tunics,Cream,Summer,109F Women Cream-Coloured & Green Printed Tunic,36
6890,Women,Apparel,Topwear,Tops,White,Summer,Forever New Women's White Blue Printed Top,38
7942,Women,Apparel,Topwear,Tshirts,White,Fall,Puma Women Riddim White T-shirt,61
19561,Men,Apparel,Topwear,Tshirts,Purple,Summer,United Colors of Benetton Men Solid Purple TShirt,37
25539,Men,Apparel,Topwear,Shirts,Grey,Summer,Wrangler Men Jericho Grey Shirt,59
39166,Women,Apparel,Topwear,Kurtas,Black,Summer,Aneri Women Black & White Printed Kurta,57
20877,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Skechers Men Casual Black Shoes,50
57119,Women,Apparel,Topwear,Tops,Pink,Summer,Elle Women Printed Pink Top,28
21199,Men,Accessories,Belts,Belts,Brown,Summer,Quiksilver Men Brown No Offence Belt,35
5629,Women,Footwear,Flip Flops,Flip Flops,Pink,Summer,ADIDAS Women's Adi Groove Pink Flip Flop,37
57925,Women,Apparel,Bottomwear,Leggings,Charcoal,Fall,Femella Women Charcoal Leggings,38
38286,Girls,Apparel,Topwear,Tops,Blue,Summer,Kids Ville Girls Blue Printed T-shirt,27
14870,Men,Accessories,Wallets,Wallets,Green,Summer,United Colors of Benetton Men Solid Green Passport Holder,57
52659,Women,Accessories,Bags,Handbags,Cream,Summer,Mod'acc Women Blue & Cream Handbag,38
1887,Men,Apparel,Topwear,Tshirts,Green,Winter,FIFA Mens Essentials Green T-shirt,46
28014,Men,Apparel,Innerwear,Trunk,Grey,Summer,Jockey ZONE STRETCH Men Grey Trunks US20,62
31905,Women,Apparel,Innerwear,Briefs,Yellow,Summer,Heart 2 Heart Women Yellow Briefs H2H-5-2011,49
43519,Women,Apparel,Topwear,Tops,Navy Blue,Summer,French Connection Women Navy Blue Top,44
28828,Women,Apparel,Innerwear,Briefs,Blue,Summer,Enamor Women Pack of 3 Briefs,35
18681,Men,Apparel,Innerwear,Trunk,Black,Summer,Hanes Men Black Retro Boxer Trunks,39
19753,Men,Apparel,Topwear,Tshirts,Red,Summer,Levi's Men Solid Red Tshirt,31
8304,Women,Footwear,Shoes,Sports Shoes,Black,Summer,Skechers Women Shape Ups Toner Black Shoe,27
6864,Women,Apparel,Bottomwear,Skirts,White,Summer,Forever New Women's Printed White Skirt,38
9010,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,iD Men Casual Brown Shoe,44
48337,Women,Accessories,Jewellery,Necklace and Chains,Gold,Fall,Pitaraa Golden Beaded Sheet Necklace,47
26348,Women,Accessories,Watches,Watches,White,Winter,DKNY Women Quartz Watch,28
19595,Men,Apparel,Topwear,Tshirts,Grey,Fall,United Colors of Benetton Men Solid Grey TShirt,31
30823,Women,Apparel,Bottomwear,Churidar,Blue,Summer,Fabindia Women Blue Churidar,28
27894,Women,Apparel,Topwear,Shirts,Maroon,Summer,Scullers For Her Check Maroon Shirt,50
26946,Women,Apparel,Topwear,Tshirts,Magenta,Summer,Jealous 21 Women Printed Plum T-shirt,47
51028,Women,Apparel,Innerwear,Bra,Teal,Summer,Enamor Teal Smooth Bra,29
9222,Unisex,Footwear,Shoes,Casual Shoes,White,Fall,Puma Unisex Speeder SL Jr White Casual Shoes,36
18675,Men,Footwear,Shoes,Sports Shoes,White,Summer,Fila Men Survivor White Sports Shoes,36
55488,Women,Personal Care,Lips,Lip Gloss,Bronze,Spring,Revlon Bronze Shimmer Colorburst Lip Gloss 30,35
3718,Men,Apparel,Topwear,Tshirts,Grey,Summer,Lee Men Grey Polo T-shirt,58
38616,Men,Apparel,Topwear,Tshirts,White,Summer,Nike Men Printed Mamba White T-shirt,30
4965,Men,Apparel,Topwear,Tshirts,White,Summer,Gini and Jony Boy's Kalkin White Brown Kidswear,53
59621,Women,Apparel,Saree,Sarees,Brown,Fall,FNF Brown & Gold Wedding Collection Sari,53
4159,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,Nike Men's Air Coutblastic Grey White Black Shoe,58
29556,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,Vans Unisex Classic Slip-On Black Shoes,41
42867,Women,Accessories,Bags,Handbags,Black,Spring,French Connection Women Black Winter Quilt Cross Sling Bag,46
54902,Men,Apparel,Topwear,Tshirts,Orange,Summer,Do u speak green Men Orange T-shirt,45
47529,Women,Footwear,Shoes,Flats,Gold,Winter,Portia Women Navy & Gold-Toned Sandals,44
35935,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Salomon Men XR Mission Black Sports Shoes,23
22982,Men,Footwear,Shoes,Sports Shoes,White,Fall,FILA Men White Volcano Sports Shoes,31
23850,Men,Footwear,Flip Flops,Flip Flops,Brown,Fall,ADIDAS Men Black Ekwan Flip Flops,45
18211,Men,Accessories,Headwear,Caps,Red,Fall,Manchester United Men Printed Red Cap,60
3972,Women,Apparel,Topwear,Tops,Black,Summer,Jealous 21 Women Black Basic Top,39
42269,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Vans Men Black Half Cab Shoes,36
16985,Unisex,Footwear,Flip Flops,Flip Flops,Purple,Fall,Puma Unisex Miami Purple Slipper,44
18023,Women,Accessories,Belts,Belts,Cream,Winter,Lino Perros Women Printed Cream Belt,53
9474,Men,Apparel,Topwear,Shirts,Blue,Fall,John Miller Men Blue Self Design Blue Shirts,41
17857,Men,Apparel,Innerwear,Trunk,Grey,Summer,Levis Men Boxer Grey Trunks,38
30649,Women,Apparel,Topwear,Tshirts,Purple,Summer,Nike Women Striped Purple T-shirt,49
1619,Men,Apparel,Bottomwear,Shorts,Grey,Fall,Reebok Men Micro Shorts Grey and White,46
57589,Women,Personal Care,Lips,Lipstick,Brown,Spring,Lotus Herbals Moistpetals Cocoa Beans Lipstick 163,40
53129,Women,Footwear,Shoes,Flats,Bronze,Winter,Catwalk Women Bronze Toned Flats,61
25995,Men,Personal Care,Fragrance,Perfume and Body Mist,colorlessness,Spring,Jaguar Casual Men Perfume,30
59413,Women,Apparel,Topwear,Tshirts,Navy Blue,Winter,Tokyo Talkies Women Navy Blue Printed T-shirt,59
32922,Men,Apparel,Topwear,Tshirts,White,Summer,Status Quo Men Printed Off White T-shirt,53
5219,Unisex,Accessories,Bags,Backpacks,Black,Winter,Wildcraft Unisex Corporate Black Backpack,30
33850,Men,Footwear,Shoes,Casual Shoes,Red,Summer,Puma Men Suede Archive Eco Red Shoes,34
58561,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Puma Women Blue Jeans,23
25935,Women,Accessories,Scarves,Scarves,Peach,Summer,Femella Women Peach Scarf,30
44902,Men,Apparel,Bottomwear,Shorts,Black,Summer,Puma Men  Black Shorts,51
38484,Women,Accessories,Belts,Belts,Black,Summer,Baggit Women Black Belt,70
19151,Men,Apparel,Topwear,Tshirts,White,Fall,United Colors Of Benetton Men White T-shirt,105
8506,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Nike Men Nike air dictate MSL Black Sports Shoes,79
16925,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,Spykar Men Stripes Navy Blue Sweaters,53
16119,Men,Footwear,Sandal,Sandals,Purple,Fall,Numero Uno Men Casual Purple Slipper,34
2800,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,iD Men's Casual Strapped Leather Brown Shoe,35
34249,Men,Apparel,Bottomwear,Shorts,Black,Winter,Proline Black Lounge Shorts S11-BK/SGML,48
22922,Women,Accessories,Watches,Watches,Black,Winter,Fastrack Women Black Dial Watch 9911PP04,53
8734,Men,Apparel,Topwear,Shirts,Purple,Fall,Indigo Nation Men Striped Shirt,36
19363,Men,Footwear,Sandal,Sandals,Black,Summer,Redtape Men Comfort Black Sandal,43
35995,Boys,Apparel,Topwear,Tshirts,Purple,Summer,Ben 10 Boys Crew Purple T-shirt,29
13659,Men,Apparel,Topwear,Shirts,White,Fall,Genesis Men Red Stripe Shirt,46
34847,Men,Footwear,Shoes,Sports Shoes,White,Summer,ADIDAS Men Response Team White Sports Shoes,32
43129,Women,Personal Care,Fragrance,Perfume and Body Mist,colorlessness,Spring,David Beckham Women Signature Eau De Toilette 75 ml,40
55870,Women,Personal Care,Nails,Nail Polish,Pink,Spring,Colorbar Demure 2 Nail Lacquer 82V,52
47589,Women,Footwear,Shoes,Heels,Maroon,Winter,Portia Women Maroon Sandals,27
43915,Women,Apparel,Bottomwear,Shorts,Cream,Summer,Femella Women Cream Shorts,40
28424,Men,Accessories,Eyewear,Sunglasses,White,Winter,Idee Men Casual White Sunglasses,58
59681,Women,Apparel,Innerwear,Briefs,Grey,Summer,Avirate Grey Hi-Leg Brief,41
5817,Men,Apparel,Topwear,Tshirts,Black,Summer,Puma Men's Sports Black T-shirt,44
39764,Women,Apparel,Bottomwear,Trousers,Navy Blue,Summer,Arrow Woman Navy Blue Trouser,23
27008,Women,Apparel,Bottomwear,Jeans,Black,Summer,Jealous 21 Women Washed Black Jeggings,31
50966,Women,Apparel,Innerwear,Bra,Navy Blue,Summer,Enamor Navy Blue Smooth Bra,45
49077,Women,Personal Care,Eyes,Eyeshadow,Blue,Spring,Deborah HiTech Trio Eye Shadow 3,31
8350,Boys,Apparel,Topwear,Tshirts,White,Fall,Doodle Boy's I love Driving White Kidswear,34
55428,Women,Personal Care,Lips,Lipstick,Purple,Spring,Revlon MoistureStay Garnet Lipcolor 46,43
28040,Men,Apparel,Innerwear,Briefs,White,Summer,Jockey ELANCE Men White Y-Front Hip Briefs 1006,43
51088,Women,Free Items,Free Gifts,Free Gifts,White,Summer,Satya Paul White Saree,37
31951,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Nike Men Air Maestro Flight Black Sports Shoes,33
14018,Men,Apparel,Topwear,Tshirts,Grey,Fall,Nike Men Stripes Grey Polo Tshirts,46
44768,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Globalite Men Black Macross Shoes,34
45488,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,Fila Men Navy Blue Shorts,57
57971,Women,Apparel,Saree,Sarees,Rust,Fall,Prafful Rust Printed Sari,46
41028,Men,Accessories,Headwear,Caps,Olive,Summer,Lee Men Olive Cap,43
11758,Women,Apparel,Topwear,Tops,White,Summer,Lee Women Solid White Tops,80
37894,Women,Apparel,Bottomwear,Tights,Black,Summer,Happy Socks Women Black & Grey Tights,31
58939,Men,Accessories,Watches,Watches,Black,Winter,Tommy Hilfiger Men Black Dial Chronograph Watch TH1790731-D,58
33408,Women,Accessories,Wallets,Wallets,Purple,Summer,Baggit Women Damroo Hosh Purple Wallet,54
48397,Men,Apparel,Bottomwear,Jeans,Grey,Summer,French Connection Men Grey Jeans,34
19535,Men,Apparel,Topwear,Sweaters,Green,Summer,United Colors of Benetton Men Solid Green Sweater,30
7916,Men,Apparel,Topwear,Tshirts,Brown,Fall,Proline Men Brown Polo T-shirt,33
8162,Men,Apparel,Topwear,Shirts,Red,Summer,Highlander Men Red Checked Halbert Slim Fit Shirt,28
28272,Men,Personal Care,Fragrance,Deodorant,Red,Spring,Old Spice Men Musk Deodorant,44
13833,Men,Apparel,Topwear,Sweatshirts,Black,Fall,Puma Men Printed Black Sweatshirts,38
18621,Men,Apparel,Topwear,Tshirts,Black,Fall,Puma Men Team Essential Polo Black Tshirts,27
50992,Women,Apparel,Loungewear and Nightwear,Nightdress,Beige,Summer,Enamor Women Beige Nightdress,60
49083,Women,Personal Care,Lips,Lipstick,Red,Spring,Deborah Atomic Red 12 Lipstick,43
47119,Boys,Footwear,Sandal,Sandals,Navy Blue,Fall,Marvel Boys Navy Blue Sandals,26
30877,Women,Apparel,Topwear,Kurtas,Blue,Summer,Fabindia Women Blue Printed Kurta,92
29166,Girls,Apparel,Dress,Dresses,Navy Blue,Summer,United Colors of Benetton Girls Polka Dot Navy Blue Dress,21
26912,Women,Apparel,Topwear,Tops,Magenta,Summer,Jealous 21 Women Magenta Printed Top,33
4569,Men,Footwear,Shoes,Sports Shoes,White,Summer,Nike Men's Collect White Shoe,38
1827,Men,Footwear,Shoes,Sports Shoes,White,Fall,Nike Men's Downshifter White/Blue Shoe,32
15902,Unisex,Footwear,Flip Flops,Flip Flops,Purple,Fall,Warner Bros Kids Unisex TJ Cheese Flops Purple Slippers,55
24679,Women,Accessories,Belts,Belts,Beige,Winter,Fastrack Women Leatherette Beige Belt,51
59023,Women,Footwear,Shoes,Heels,Black,Spring,Carlton London Women Black Flats,52
21139,Women,Apparel,Topwear,Tops,Brown,Fall,s.Oliver Women Brown Top,46
56857,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,United Colors of Benetton Men Blue Flip Flops,36
5689,Men,Footwear,Shoes,Casual Shoes,Black,Winter,Skechers Men's Liquid Roggers Black Shoe,51
38828,Women,Apparel,Dress,Dresses,Teal,Summer,Latin Quarters Women Teal Dress,44
25599,Women,Apparel,Apparel Set,Kurta Sets,Grey,Fall,Vishudh Women Grey & Black Churidar Kurta with Dupatta,35
9044,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,Buckaroo Men Arena Brown Formal Shoes,59
48363,Men,Apparel,Topwear,Shirts,Red,Summer,French Connection Men Red & Black Check Shirt,41
6830,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Nike Men's Zoom Vomero Black Shoe,39
12129,Women,Apparel,Topwear,Kurtas,Pink,Fall,Aurelia Women Printed Pink Kurtas,32
8196,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,Locomotive Men Solid Poplin Lamech Navy Blue Shirts,54
12915,Men,Apparel,Topwear,Tshirts,Grey,Fall,Spykar Men Back Print Grey T-Shirts,57
15768,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,Facit Men Trophy BKN Navy Blue Briefs,60
33098,Women,Footwear,Shoes,Heels,Pink,Winter,Catwalk Women Pink & Copper Flats,35
38470,Women,Accessories,Bags,Handbags,Brown,Summer,Baggit Women Brown Marsx Hoor Handbag,49
45824,Women,Free Items,Vouchers,Ipad,Blue,Summer,Senorita Women Blue Flats,39
17803,Women,Apparel,Topwear,Tshirts,Pink,Fall,Chhota Bheem Kids Girl  I Love to Play Pink Tshirt,38
9420,Men,Apparel,Topwear,Shirts,Maroon,Fall,John Miller Men Maroon grey Stripe Maroon Shirts,46
29730,Women,Accessories,Bags,Handbags,Green,Summer,Kiara Women Teal Handbag,40
3926,Men,Apparel,Topwear,Tshirts,Blue,Summer,Wrangler Men's Wanderer's Dream Sky T-shirt,41
6468,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Numero Uno Men's Casual Black Shoe,26
3328,Men,Apparel,Topwear,Tshirts,Red,Summer,KXIP Mens Fangear Tee,34
19397,Men,Apparel,Topwear,Tshirts,Blue,Fall,ADIDAS Men Solid Blue T-Shirt,46
27498,Women,Apparel,Innerwear,Camisoles,Pink,Winter,Jockey Pink Camisole,35
9612,Men,Apparel,Topwear,Shirts,Yellow,Fall,Indigo Nation Men Stripes Yellow Shirt,47
23804,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Puma Men Black Wirko Shoes,50
48535,Men,Accessories,Headwear,Caps,Blue,Summer,Wrangler Men Blue Denim Cap,30
42833,Women,Accessories,Bags,Handbags,Black,Summer,French Connection Women Black Croc Handbag,35
51418,Men,Apparel,Topwear,Shirts,Grey,Summer,Myntra Men Grey Shirt,39
55884,Women,Personal Care,Nails,Nail Polish,Skin,Spring,Colorbar Exclusive Nail Lacquer 40,63
10814,Men,Apparel,Topwear,Shirts,Purple,Fall,Wrangler Men Easter Bright Amslar Purple Shirt,33
59675,Women,Footwear,Shoes,Flats,Charcoal,Winter,Rocia Women Charcoal & Teal Flats,35
38642,Men,Apparel,Topwear,Tshirts,Blue,Summer,Nike Men Cricket Navy Blue Polo T-shirt,36
10028,Women,Apparel,Topwear,Tshirts,White,Fall,Nike Women As Club Jerse White T-Shirts,39
4931,Women,Apparel,Dress,Dresses,Blue,Summer,Gini and Jony Girl's Valerie Blue White Kidswear,38
32378,Women,Apparel,Dress,Dresses,Cream,Summer,Arrow Woman Printed Multi Coloured Dress,41
2467,Men,Accessories,Headwear,Caps,White,Summer,Nike Men White Cap,43
27205,Men,Apparel,Bottomwear,Shorts,Blue,Summer,Doodle Kids Boy Dark Blue Shorts,50
55625,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,Numero Uno Men Brown Formal Shoes,79
42692,Women,Footwear,Shoes,Flats,Grey,Winter,Rocia Women Grey & Blue Sandals,44
50357,Women,Apparel,Topwear,Kurtas,Mustard,Summer,Aurelia Women Mustard Kurta,24
17490,Women,Footwear,Shoes,Heels,Black,Fall,Rockport Women Casual Black Flats,53
34612,Men,Apparel,Innerwear,Briefs,White,Summer,Hanes Men White Stretch Duo Dry Cotton Stretch Hip Briefs s,55
8961,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Provogue Men's Panther Black Shoe,23
39931,Unisex,Accessories,Bags,Laptop Bag,Brown,Winter,Tortoise Unisex Brown Laptop Bag,36
4790,Men,Apparel,Topwear,Tshirts,Brown,Summer,ADIDAS Sky Ball Brown T-shirt,63
37097,Men,Apparel,Topwear,Tshirts,Green,Summer,Wills Lifestyle Men Multi Coloured Polo T-shirt,34
20020,Men,Apparel,Topwear,Shirts,Blue,Summer,United Colors Of Benetton Men Blue Check Shirt,62
33437,Women,Accessories,Bags,Handbags,Blue,Summer,Baggit Women Confident Gipsy Blue Handbag,35
45685,Women,Personal Care,Fragrance,Perfume and Body Mist,colorlessness,Spring,TOUS Women H2O Eau de Toilette 50 ml,41
36377,Men,Accessories,Socks,Socks,White,Summer,Reid & Taylor Men White Socks,32
14027,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Nike Men Printed Yellow Tshirts,39
20212,Women,Apparel,Topwear,Sweatshirts,Blue,Fall,Wrangler Women Checkerd Blue Sweatshirt,43
5470,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Nike Men's Dunk Low Black Shoe,65
44757,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Globalite Men Black Max Shoes,29
57340,Women,Apparel,Innerwear,Bra,Green,Winter,Amante Green Full-Coverage Lace Bra BGDC02,44
27037,Women,Accessories,Bags,Handbags,Brown,Summer,Yelloe Women Leather Brown Handbag,25
13202,Men,Footwear,Shoes,Sports Shoes,White,Fall,ASICS Men Gel DS 16 Running White Sports Shoes,44
2655,Women,Accessories,Bags,Handbags,Brown,Winter,Murcia Women Office Brown Bag,28
30080,Men,Accessories,Watches,Watches,Blue,Winter,Ed Hardy Men Blue Dial Chronograph Watch,50
3787,Men,Apparel,Topwear,Tshirts,Black,Summer,Basics Men Black & Blue Striped Polo T-shirt,27
19738,Women,Accessories,Wallets,Wallets,Lavender,Fall,United Colors of Benetton Women Lavender Wallet,32
34420,Men,Apparel,Topwear,Tshirts,Blue,Summer,Myntra Men Blue Gamer T-shirt,36
23497,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Fila Men Strings Black Casual Shoes,56
49874,Women,Accessories,Watches,Watches,Gold,Winter,Q&Q Women Gold Dial Analog Watch,56
53384,Men,Footwear,Shoes,Casual Shoes,Red,Fall,Puma Men Limnos Red Shoes,39
20676,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Buckaroo Men Brown Shoes,54
5014,Women,Apparel,Bottomwear,Capris,Navy Blue,Summer,Levis Kids Girl's Blake Navy Blue Kidswear,54
52256,Men,Apparel,Innerwear,Briefs,Purple,Summer,Crusoe Men Purple Boxer Briefs,50
38689,Women,Accessories,Bags,Clutches,Copper,Summer,Spice Art Women Copper Clutch,79
40793,Men,Footwear,Shoes,Casual Shoes,White,Summer,Quiksilver Men White Shoes,49
57724,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,Lotus Herbals Berry Smoothie Lip Gloss 33,51
5828,Men,Apparel,Topwear,Tshirts,Blue,Summer,Puma Men's Edition Blue T-shirt,31
11131,Men,Accessories,Watches,Watches,Black,Winter,Puma Men Beat Black Watches,20
55073,Women,Personal Care,Eyes,Mascara,Black,Spring,Lakme Absolute Flutter Secrets Volumizing Mascara,35
27453,Women,Apparel,Innerwear,Bra,Pink,Winter,Jockey Pink Full-Coverage Bra 1616,25
13666,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Genesis Men Blue Solid Shirt,31
43116,Women,Personal Care,Fragrance,Perfume and Body Mist,colorlessness,Spring,GUESS Seductive Women EDT Spray,42
2231,Men,Footwear,Sandal,Sandals,Grey,Fall,Puma Men Grey Sandal,69
7743,Men,Apparel,Topwear,Tshirts,Red,Fall,Indigo Nation Men Red Polo T-shirt,31
6691,Unisex,Accessories,Socks,Socks,White,Summer,Asics Unisex 2 Pairs 5 Toes SVS White Logo Black Red Socks,35
50501,Men,Apparel,Innerwear,Briefs,Black,Winter,Chromozome Men Black Striped Brief,29
55241,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,Lakme Perfecting Natural Shell Liquid Foundation,59
12586,Unisex,Apparel,Topwear,Tshirts,Pink,Fall,Tantra Unisex Printed Pink Tshirts,49
8539,Unisex,Footwear,Flip Flops,Flip Flops,Black,Fall,Crocs Douet Black Flip Sandals,37
2003,Men,Apparel,Topwear,Tshirts,Blue,Fall,ADIDAS Mens Dark Blue T-shirt,47
13454,Women,Apparel,Topwear,Tshirts,Pink,Summer,United Colors of Benetton Women Pink Polo T-shirts,57
7571,Men,Apparel,Topwear,Tshirts,White,Summer,Nike Men's As Colorblock Red T-shirt,31
46656,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,Rasasi Women Royale Blue Deo,42
16126,Women,Apparel,Topwear,Tshirts,Pink,Fall,ADIDAS Women Pink TShirt,23
22313,Men,Apparel,Topwear,Jackets,Black,Summer,Wildcraft Men Black Fleece Jacket,34
28629,Men,Apparel,Topwear,Tshirts,Black,Summer,Nike Men Sports Black Jersey,57
34276,Women,Apparel,Topwear,Dupatta,Olive,Summer,Fabindia Women Olive Kota Tepchi Dupatta,40
18880,Women,Apparel,Topwear,Shirts,Purple,Fall,Arrow Woman Kenzie Purple Shirt,36
5226,Unisex,Accessories,Bags,Waist Pouch,Blue,Winter,Wildcraft Unisex Blue Waist pouch,30
36521,Women,Accessories,Bags,Handbags,Orange,Summer,United Colors of Benetton Women Orange Handbag,44
57516,Men,Footwear,Shoes,Formal Shoes,Mushroom Brown,Summer,Provogue Men Brown Shoes,55
33053,Men,Apparel,Topwear,Shirts,Blue,Summer,U.S.Polo Assn. Men Blue Shirt,39
32181,Women,Footwear,Shoes,Sports Shoes,Black,Summer,ADIDAS Women Adi Trainer Black Sports Shoes,23
53370,Women,Accessories,Bags,Handbags,Grey,Summer,Puma Women Pink & Grey Bag,67
20682,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Buckaroo Men Itotia Brown Casual Shoes,56
45215,Women,Accessories,Watches,Watches,White,Winter,CASIO Enticer Women White Dial Analogue Watch A670,38
4132,Men,Footwear,Shoes,Casual Shoes,Red,Summer,Fila Men's Mustang Red Shoe,37
21750,Women,Footwear,Shoes,Casual Shoes,Charcoal,Fall,Vans Women Banyon Charcoal Casual Shoes,70
15565,Women,Footwear,Shoes,Heels,Gold,Winter,Catwalk Women Casual Gold Heels,42
33295,Men,Apparel,Topwear,Shirts,Blue,Summer,Arrow Sport Men Reversible Check Blue Shirt,72
40767,Men,Accessories,Headwear,Caps,Grey,Summer,Quiksilver Men Grey Firsty Fishtails Cap,51
10017,Women,Apparel,Topwear,Jackets,Blue,Fall,Nike Women As The Windru Blue Jackets,45
56602,Women,Personal Care,Makeup,Kajal and Eyeliner,Black,Spring,Streetwear Eye Definer Black Eye Liner 08,68
3317,Men,Apparel,Topwear,Tshirts,Yellow,Summer,CSK Mens Fangear Polo Jersey,41
55087,Women,Personal Care,Skin Care,Face Wash and Cleanser,White,Spring,Pond's Flawless White Deep Whitening Facial Foam,33
54155,Women,Accessories,Jewellery,Necklace and Chains,Silver,Fall,Femella Silver Disc and Balls Necklace,44
51427,Men,Apparel,Topwear,Shirts,Yellow,Summer,Myntra Men Green Check Shirt,37
35162,Men,Footwear,Sandal,Sandals,Brown,Fall,Coolers Men Brown Sandals,51
46490,Women,Accessories,Watches,Watches,White,Winter,Timex Women White Dial Watch M302,41
47542,Women,Footwear,Shoes,Flats,Grey,Winter,Portia Women Grey Flats,56
6665,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,Nike Men's Lunarglide 2 Grey Yellow Shoe,37
